Player,Nation,Pos,Squad,Age,Born,90s,Tkl,TklW,Def_3rd,Mid_3rd,Att_3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
Carlos Vicente,ESP,FW,Alavés,25.0,1999,10.4,1.35,0.48,0.58,0.58,0.19,0.77,1.92,40.0,1.15,0.19,0.00,0.19,0.29,1.63,0.87,0.00
Nacho Vidal,ESP,DF,Osasuna,29.0,1995,1.1,4.55,3.64,1.82,1.82,0.91,1.82,4.55,40.0,2.73,1.82,0.00,1.82,0.00,4.55,5.45,0.00
Nacho Vidal,ESP,DF,Mallorca,29.0,1995,2.8,3.21,1.43,1.07,1.79,0.36,1.79,3.57,50.0,1.79,1.43,0.36,1.07,1.07,4.29,1.43,0.00
Jonathan Viera,ESP,MF,Las Palmas,34.0,1989,6.9,0.87,0.43,0.14,0.29,0.43,0.14,1.30,11.1,1.16,0.00,0.00,0.00,0.00,0.87,0.14,0.00
Jonathan Viera,ESP,MF,Almería,34.0,1989,8.5,2.00,0.94,0.59,0.94,0.47,1.06,2.00,52.9,0.94,0.47,0.00,0.47,0.35,2.35,0.12,0.00
Toni Villa,ESP,FW,Girona,29.0,1995,0.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
Asier Villalibre,ESP,FW,Athletic Club,26.0,1997,4.4,0.45,0.23,0.00,0.00,0.45,0.45,0.45,100.0,0.00,0.23,0.00,0.23,0.00,0.45,0.91,0.00
Gonzalo Villar,ESP,MF,Granada,26.0,1998,18.7,2.67,1.71,1.39,1.02,0.27,1.34,2.14,62.5,0.80,1.71,0.53,1.18,0.32,2.99,1.34,0.05
Iván Villar,ESP,GK,Celta Vigo,26.0,1997,9.3,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.0,0.11,0.00,0.00,0.00,0.00,0.00,0.54,0.00
Ricardo Visus,ESP,DF,Betis,23.0,2001,0.8,,0.00,,,,,,,,,,,1.25,,,
Daniel Vivian,ESP,DF,Athletic Club,24.0,1999,30.5,1.28,0.85,0.92,0.30,0.07,0.89,1.44,61.4,0.56,1.57,0.79,0.79,0.95,2.23,3.11,0.00
Shon Weissman,ISR,FW,Granada,28.0,1996,0.9,1.11,1.11,0.00,0.00,1.11,1.11,4.44,25.0,3.33,3.33,0.00,3.33,0.00,1.11,1.11,0.00
Iñaki Williams,GHA,FW,Athletic Club,29.0,1994,30.4,0.79,0.56,0.20,0.26,0.33,0.43,1.12,38.2,0.69,1.32,0.26,1.05,0.46,1.25,0.95,0.00
Nico Williams,ESP,FW,Athletic Club,21.0,2002,23.3,1.24,0.52,0.39,0.60,0.26,0.52,1.42,36.4,0.90,0.64,0.09,0.56,0.13,1.37,0.17,0.04
Axel Witsel,BEL,DF,Atlético Madrid,35.0,1989,28.9,1.14,0.73,0.73,0.42,0.00,0.59,0.83,70.8,0.24,1.38,0.73,0.66,0.55,1.70,3.88,0.00
Xeber,ESP,FW,Alavés,26.0,1997,3.0,1.33,1.33,0.67,0.67,0.00,0.67,2.00,33.3,1.33,0.33,0.00,0.33,0.33,1.67,0.67,0.00
Antal Yaakobishvili,HUN,DF,Girona,19.0,2004,0.7,2.86,1.43,1.43,1.43,0.00,1.43,1.43,100.0,0.00,0.00,0.00,0.00,4.29,7.14,4.29,0.00
Lamine Yamal,ESP,FW,Barcelona,16.0,2007,21.8,2.57,1.56,1.42,0.64,0.50,0.73,2.06,35.6,1.33,1.42,0.00,1.42,0.78,3.35,0.50,0.00
Roman Yaremchuk,UKR,FW,Valencia,28.0,1995,9.2,0.54,0.22,0.11,0.22,0.22,0.33,0.65,50.0,0.33,0.43,0.00,0.43,0.11,0.65,0.76,0.00
Arsen Zakharyan,RUS,MF,Real Sociedad,20.0,2003,12.1,1.74,1.24,0.66,0.83,0.25,0.66,1.49,44.4,0.83,1.24,0.00,1.24,0.25,1.98,0.66,0.00
Joseba Zaldúa,ESP,DF,Cádiz,31.0,1992,5.1,2.55,1.37,2.16,0.20,0.20,1.37,2.55,53.8,1.18,0.78,0.59,0.20,0.20,2.75,2.75,0.00
Bryan Zaragoza,ESP,MF,Granada,23.0,2001,18.2,0.99,0.49,0.44,0.33,0.22,0.44,1.26,34.8,0.82,0.49,0.00,0.49,0.16,1.15,0.16,0.00
Igor Zubeldia,ESP,DF,Real Sociedad,27.0,1997,28.0,1.14,0.89,0.71,0.36,0.07,0.68,0.93,73.1,0.25,1.00,0.68,0.32,1.14,2.29,3.46,0.11
Martín Zubimendi,ESP,MF,Real Sociedad,25.0,1999,29.5,1.66,0.92,0.61,0.98,0.07,0.78,1.42,54.8,0.64,1.12,0.31,0.81,1.25,2.92,1.83,0.00
